entry_ts,league,market,sharp_books_used,sharp_entry_odds,sharp_entry_prob,fair_prob,edge_vs_sharp_entry,exec_book,exec_odds,exec_prob,sharp_close_prob,latency_ms,result
2025-10-17T08:45:25.029490+00:00,NBA,ML,"pinnacle,sbo,isn",1.827710341676789,0.5471326485369525,0.6,0.05286735146304744,DK,1.6771551926657418,0.5962477440209677,0.5565382957008647,41,PENDING
2025-10-17T08:45:25.036068+00:00,NBA,ML,"sbo,isn",1.9103984848603206,0.5234510014140402,0.6,0.07654899858595976,PB,1.662285953174598,0.6015812129617178,0.5232829898389973,85,PENDING
2025-10-17T08:45:25.048628+00:00,NBA,ML,"pinnacle,isn",1.924779215389948,0.5195401072519408,0.6,0.0804598927480592,FD,1.667584264601948,0.5996698465121939,0.5308125193216211,138,PENDING
2025-10-17T08:45:25.059602+00:00,NBA,ML,"pinnacle,sbo,isn",1.9849399955512366,0.5037935666777124,0.6,0.09620643332228762,DK,1.653454427650519,0.6047944130041449,0.5125780696907851,118,PENDING
2025-10-17T08:45:25.072505+00:00,NBA,ML,"pinnacle,sbo,isn",1.9063881169030255,0.5245521576291216,0.6,0.07544784237087843,DK,1.6838211749441998,0.5938872933066298,0.5230068628084336,102,PENDING
2025-10-17T08:45:25.084769+00:00,NBA,ML,"pinnacle,sbo,isn",1.7967949828676837,0.5565465228559358,0.6,0.04345347714406422,DK,1.6717577829904025,0.5981727796781796,0.5606738489718956,137,PENDING
2025-10-17T08:45:25.096973+00:00,NBA,ML,"pinnacle,sbo,isn",1.8621501041094395,0.5370136369743637,0.6,0.06298636302563632,DK,1.6595824247469042,0.6025612136453576,0.5288759096918849,144,PENDING
2025-10-17T08:45:25.108338+00:00,NBA,ML,"pinnacle,sbo,isn",1.8490376409708884,0.5408218728716211,0.6,0.05917812712837889,FD,1.6550789557950372,0.6042007823848126,0.5325770607147087,146,PENDING
2025-10-17T08:45:25.121017+00:00,NBA,ML,"pinnacle,sbo,isn",1.862369855265175,0.5369502718124775,0.6,0.06304972818752252,PB,1.6505572939080686,0.6058559758518126,0.5423818144955294,93,PENDING
2025-10-17T08:45:25.133485+00:00,NBA,ML,"sbo,isn",1.8913978447925475,0.5287094953360709,0.6,0.07129050466392906,DK,1.6697095536602917,0.5989065570163549,0.5374237831155528,128,PENDING
2025-10-17T08:45:25.145446+00:00,NBA,ML,"pinnacle,sbo,isn",1.9613313101172294,0.5098577659172889,0.6,0.09014223408271105,DK,1.6706919120083006,0.59855440300655,0.5161706481756744,61,PENDING
2025-10-17T08:45:25.157212+00:00,NBA,ML,"pinnacle,sbo,isn",1.7579050856839382,0.5688589265392197,0.6,0.031141073460780322,PB,1.6578403543473632,0.6031943892412167,0.5661075040269529,179,PENDING
2025-10-17T08:45:25.169929+00:00,NBA,ML,"pinnacle,sbo,isn",1.8710670699213805,0.5344543849205889,0.6,0.06554561507941103,FD,1.6436167258002388,0.608414348858079,0.5311055346207312,126,PENDING
2025-10-17T08:45:25.181607+00:00,NBA,ML,"pinnacle,sbo,isn",1.8897162558539662,0.529179974455,0.6,0.070820025545,FD,1.6777587102844733,0.5960332638240003,0.5256927237325156,101,PENDING
2025-10-17T08:45:25.192897+00:00,NBA,ML,"pinnacle,sbo,isn",1.8682359166754001,0.5352643052594448,0.6,0.06473569474055518,FD,1.6491351734491286,0.6063784316166896,0.52393143311941,83,PENDING
2025-10-17T08:45:25.204014+00:00,NBA,ML,"pinnacle,sbo,isn",1.8243717825874068,0.5481338889059962,0.6,0.05186611109400374,MGM,1.676312242100122,0.5965475732296611,0.543861362442631,126,PENDING
2025-10-17T08:45:25.215180+00:00,NBA,ML,"pinnacle,sbo,isn",1.8912326898189615,0.528755665753496,0.6,0.071244334246504,PB,1.6730350080269447,0.597716123812213,0.5221364063428294,105,PENDING
2025-10-17T08:45:25.226337+00:00,NBA,ML,"pinnacle,sbo,isn",1.8986787839610675,0.5266820319726631,0.6,0.07331796802733692,MGM,1.6734577321944712,0.5975651375960721,0.5219880085706358,120,PENDING
2025-10-17T08:45:25.237425+00:00,NBA,ML,"pinnacle,sbo,isn",1.8214469221686695,0.5490140765723603,0.6,0.050985923427639634,PB,1.6759596549805267,0.5966730744551361,0.5480292217272661,103,PENDING
2025-10-17T08:45:25.248894+00:00,NBA,ML,"pinnacle,sbo,isn",1.890958247611423,0.5288324061428415,0.6,0.07116759385715843,PB,1.6468073709485178,0.6072355623621154,0.5156054100192975,80,PENDING
2025-10-17T08:45:25.260241+00:00,NBA,ML,"pinnacle,sbo,isn",1.8411307621903554,0.5431444743285483,0.6,0.05685552567145169,MGM,1.6614309087017114,0.601890812770197,0.556136757306409,105,PENDING
2025-10-17T08:45:25.271713+00:00,NBA,ML,"pinnacle,sbo,isn",1.8580063930328337,0.5382112805153995,0.6,0.06178871948460052,DK,1.663818243693999,0.6010271877893382,0.5287110599662936,106,PENDING
2025-10-17T08:45:25.283311+00:00,NBA,ML,"pinnacle,sbo,isn",1.9085005994582795,0.5239715409488717,0.6,0.07602845905112832,DK,1.672722250790238,0.5978278817822706,0.5263488969721944,96,PENDING
2025-10-17T08:45:25.294505+00:00,NBA,ML,"pinnacle,sbo,isn",1.878933521475284,0.532216807338042,0.6,0.06778319266195798,FD,1.659344908077922,0.602647463545319,0.534543569451589,120,PENDING
2025-10-17T08:45:25.305936+00:00,NBA,ML,"pinnacle,sbo,isn",1.9378204590510866,0.5160436795520679,0.6,0.08395632044793211,MGM,1.6525716422316492,0.6051174874631093,0.517836435901631,128,PENDING
2025-10-17T08:45:25.318391+00:00,NBA,ML,"pinnacle,sbo,isn",1.8263255148940922,0.5475475164995379,0.6,0.052452483500462055,DK,1.6716379935104886,0.5982156447042525,0.5621805454117336,72,PENDING
2025-10-17T08:45:25.329701+00:00,NBA,ML,"pinnacle,sbo,isn",1.828738486424034,0.5468250421936642,0.6,0.05317495780633574,FD,1.6612701716782463,0.6019490490157788,0.5330581807181012,145,PENDING
2025-10-17T08:45:25.340816+00:00,NBA,ML,"sbo,isn",1.8847767982826296,0.5305668028761706,0.6,0.06943319712382934,MGM,1.652679774938646,0.6050778954060377,0.5337019413506726,153,PENDING
2025-10-17T08:45:25.351993+00:00,NBA,ML,"pinnacle,sbo,isn",1.841209906141946,0.5431211273979025,0.6,0.05687887260209745,DK,1.6724422988772043,0.59792795283362,0.5332257461975839,34,PENDING
2025-10-17T08:45:25.363147+00:00,NBA,ML,"pinnacle,sbo,isn",1.9172082963011345,0.5215917341528814,0.6,0.07840826584711857,PB,1.6609177147385192,0.6020767863008984,0.5154707661622833,114,PENDING
2025-10-17T08:45:25.374120+00:00,NBA,ML,"pinnacle,sbo,isn",1.8826932446396076,0.5311539746834455,0.6,0.06884602531655448,FD,1.6644663138129325,0.6007931741851934,0.5207974371551873,53,PENDING
2025-10-17T08:45:25.385808+00:00,NBA,ML,"pinnacle,sbo,isn",1.9075140533837767,0.524242533482823,0.6,0.07575746651717696,MGM,1.6705742340057954,0.5985965661652428,0.5419218326186218,125,PENDING
2025-10-17T08:45:25.397794+00:00,NBA,ML,"pinnacle,sbo,isn",1.8910863446979305,0.528796584462532,0.6,0.071203415537468,PB,1.6503700359468612,0.6059247188320851,0.5191454168402082,90,PENDING
2025-10-17T08:45:25.409804+00:00,NBA,ML,"pinnacle,sbo,isn",1.9280197611068217,0.5186668830748541,0.6,0.08133311692514589,FD,1.678394295805379,0.5958075539813182,0.5096376112939838,157,PENDING
2025-10-17T08:45:25.421598+00:00,NBA,ML,"pinnacle,sbo,isn",1.883522986766854,0.53091998718664,0.6,0.06908001281335996,MGM,1.6661007127179466,0.6002038126306771,0.5243721102323461,137,PENDING
2025-10-17T08:45:25.433551+00:00,NBA,ML,"pinnacle,sbo,isn",1.8740491957280259,0.5336039215403428,0.6,0.06639607845965723,FD,1.64910456097952,0.6063896878715981,0.535329800717564,183,PENDING
2025-10-17T08:45:25.445286+00:00,NBA,ML,"pinnacle,sbo,isn",1.9140035284089572,0.5224650765567106,0.6,0.07753492344328938,FD,1.6706459523600476,0.5985708693019872,0.5355250939737788,128,PENDING
